source,target,relationship,weight,transition_count,failure_evidence
station:L1_S24,feature:L1_S24_F1385,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1386,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1387,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1389,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1390,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1391,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1392,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1394,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1395,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1396,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1397,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1399,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1400,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1401,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1402,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1404,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1405,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1406,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1407,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1409,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1410,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1411,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1412,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1414,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1415,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1416,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1417,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1419,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1420,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1421,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1422,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1424,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1425,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1426,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1427,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1429,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1430,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1431,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1432,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1434,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1435,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1436,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1437,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1439,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1440,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1441,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1442,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1444,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1445,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1446,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1447,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1449,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1450,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1451,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1452,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1454,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1455,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1456,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1458,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1459,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1460,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1462,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1463,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1464,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1466,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1467,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1468,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1470,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1471,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1473,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1474,HAS_FEATURE,1.0,0.0,0.0
feature:L1_S24_F1474,failure:Response_1,MODEL_ASSOCIATED_WITH_FAILURE,0.0030016312303311,0.0,0.0030016312303311
station:L1_S24,feature:L1_S24_F1475,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1477,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1478,HAS_FEATURE,1.0,0.0,0.0
feature:L1_S24_F1478,failure:Response_1,MODEL_ASSOCIATED_WITH_FAILURE,0.000794209437004,0.0,0.000794209437004
station:L1_S24,feature:L1_S24_F1479,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1481,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1482,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1483,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1485,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1486,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1487,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1489,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1490,HAS_FEATURE,1.0,0.0,0.0
feature:L1_S24_F1490,failure:Response_1,MODEL_ASSOCIATED_WITH_FAILURE,0.0067678028032744,0.0,0.0067678028032744
station:L1_S24,feature:L1_S24_F1491,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1493,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1494,HAS_FEATURE,1.0,0.0,0.0
feature:L1_S24_F1494,failure:Response_1,MODEL_ASSOCIATED_WITH_FAILURE,0.002839896290646,0.0,0.002839896290646
station:L1_S24,feature:L1_S24_F1495,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1497,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1498,HAS_FEATURE,1.0,0.0,0.0
feature:L1_S24_F1498,failure:Response_1,MODEL_ASSOCIATED_WITH_FAILURE,0.0104118702066035,0.0,0.0104118702066035
station:L1_S24,feature:L1_S24_F1499,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1501,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1502,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1503,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1505,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1506,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1507,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1509,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1510,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1512,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1514,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1516,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1518,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1520,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1521,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1523,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1524,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1525,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1526,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1528,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1529,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1530,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1531,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1533,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1534,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1535,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1537,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1538,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1539,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1540,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1542,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1543,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1544,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1545,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1547,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1548,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1549,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1551,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1552,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1553,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1555,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1556,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1557,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1559,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1560,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1561,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1563,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1564,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1565,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1567,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1569,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1571,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1573,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1575,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1577,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1578,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1580,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1581,HAS_FEATURE,1.0,0.0,0.0
feature:L1_S24_F1581,failure:Response_1,MODEL_ASSOCIATED_WITH_FAILURE,0.0043312345341124,0.0,0.0043312345341124
station:L1_S24,feature:L1_S24_F1582,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1584,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1585,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1586,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1588,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1589,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1590,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1592,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1593,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1594,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1595,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1597,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1598,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1599,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1600,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1602,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1603,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1604,HAS_FEATURE,1.0,0.0,0.0
feature:L1_S24_F1604,failure:Response_1,MODEL_ASSOCIATED_WITH_FAILURE,0.0031155851634772,0.0,0.0031155851634772
station:L1_S24,feature:L1_S24_F1605,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1607,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1608,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1609,HAS_FEATURE,1.0,0.0,0.0
feature:L1_S24_F1609,failure:Response_1,MODEL_ASSOCIATED_WITH_FAILURE,0.0074092661912827,0.0,0.0074092661912827
station:L1_S24,feature:L1_S24_F1610,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1612,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1613,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1614,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1616,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1617,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1618,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1620,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1621,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1622,HAS_FEATURE,1.0,0.0,0.0
feature:L1_S24_F1622,failure:Response_1,MODEL_ASSOCIATED_WITH_FAILURE,0.0012608912011172,0.0,0.0012608912011172
station:L1_S24,feature:L1_S24_F1623,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1625,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1626,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1627,HAS_FEATURE,1.0,0.0,0.0
feature:L1_S24_F1627,failure:Response_1,MODEL_ASSOCIATED_WITH_FAILURE,0.001494313730036,0.0,0.001494313730036
station:L1_S24,feature:L1_S24_F1628,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1630,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1631,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1632,HAS_FEATURE,1.0,0.0,0.0
feature:L1_S24_F1632,failure:Response_1,MODEL_ASSOCIATED_WITH_FAILURE,0.005692444152307259,0.0,0.005692444152307259
station:L1_S24,feature:L1_S24_F1633,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1635,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1636,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1637,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1638,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1640,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1641,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1642,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1643,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1645,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1646,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1647,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1648,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1650,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1651,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1652,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1653,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1655,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1656,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1657,HAS_FEATURE,1.0,0.0,0.0
feature:L1_S24_F1657,failure:Response_1,MODEL_ASSOCIATED_WITH_FAILURE,0.0018604583743172,0.0,0.0018604583743172
station:L1_S24,feature:L1_S24_F1658,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1660,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1661,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1662,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1663,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1665,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1666,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1667,HAS_FEATURE,1.0,0.0,0.0
feature:L1_S24_F1667,failure:Response_1,MODEL_ASSOCIATED_WITH_FAILURE,0.01167765711793,0.0,0.01167765711793
station:L1_S24,feature:L1_S24_F1668,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1670,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1671,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1672,HAS_FEATURE,1.0,0.0,0.0
feature:L1_S24_F1672,failure:Response_1,MODEL_ASSOCIATED_WITH_FAILURE,0.0075121072661302,0.0,0.0075121072661302
station:L1_S24,feature:L1_S24_F1673,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1675,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1676,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1677,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1679,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1680,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1681,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1683,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1684,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1685,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1686,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1688,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1689,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1690,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1691,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1693,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1694,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1695,HAS_FEATURE,1.0,0.0,0.0
feature:L1_S24_F1695,failure:Response_1,MODEL_ASSOCIATED_WITH_FAILURE,0.0050149831478891,0.0,0.0050149831478891
station:L1_S24,feature:L1_S24_F1696,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1698,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1699,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1700,HAS_FEATURE,1.0,0.0,0.0
feature:L1_S24_F1700,failure:Response_1,MODEL_ASSOCIATED_WITH_FAILURE,0.0030313193020969,0.0,0.0030313193020969
station:L1_S24,feature:L1_S24_F1701,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1703,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1704,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1705,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1707,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1708,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1709,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1711,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1712,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1713,HAS_FEATURE,1.0,0.0,0.0
feature:L1_S24_F1713,failure:Response_1,MODEL_ASSOCIATED_WITH_FAILURE,0.0090236872736233,0.0,0.0090236872736233
station:L1_S24,feature:L1_S24_F1714,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1716,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1717,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1718,HAS_FEATURE,1.0,0.0,0.0
feature:L1_S24_F1718,failure:Response_1,MODEL_ASSOCIATED_WITH_FAILURE,0.0051570078645449,0.0,0.0051570078645449
station:L1_S24,feature:L1_S24_F1719,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1721,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1722,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1723,HAS_FEATURE,1.0,0.0,0.0
feature:L1_S24_F1723,failure:Response_1,MODEL_ASSOCIATED_WITH_FAILURE,0.0137967339389569,0.0,0.0137967339389569
station:L1_S24,feature:L1_S24_F1724,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1726,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1727,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1728,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1729,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1731,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1732,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1733,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1734,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1736,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1737,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1738,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1739,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1741,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1742,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1743,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1744,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1746,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1747,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1748,HAS_FEATURE,1.0,0.0,0.0
feature:L1_S24_F1748,failure:Response_1,MODEL_ASSOCIATED_WITH_FAILURE,0.0009585665818592,0.0,0.0009585665818592
station:L1_S24,feature:L1_S24_F1749,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1751,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1752,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1753,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1754,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1756,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1757,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1758,HAS_FEATURE,1.0,0.0,0.0
feature:L1_S24_F1758,failure:Response_1,MODEL_ASSOCIATED_WITH_FAILURE,0.0083252556913031,0.0,0.0083252556913031
station:L1_S24,feature:L1_S24_F1759,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1761,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1762,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1763,HAS_FEATURE,1.0,0.0,0.0
station:L1_S24,feature:L1_S24_F1764,HAS_FEATURE,1.0,0.0,0.0
