node_id,node_type,label,line,station,critical_score,evidence_value
feature:L1_S24_D932,feature,L1_S24_D932,L1,L1_S24,0.0,0.0
feature:L1_S24_D937,feature,L1_S24_D937,L1,L1_S24,0.0,0.0
feature:L1_S24_D941,feature,L1_S24_D941,L1,L1_S24,0.0,0.0
feature:L1_S24_D945,feature,L1_S24_D945,L1,L1_S24,0.0,0.0
feature:L1_S24_D950,feature,L1_S24_D950,L1,L1_S24,0.0,0.0
feature:L1_S24_D955,feature,L1_S24_D955,L1,L1_S24,0.0,0.0
feature:L1_S24_D960,feature,L1_S24_D960,L1,L1_S24,0.0,0.0
feature:L1_S24_D965,feature,L1_S24_D965,L1,L1_S24,0.0,0.0
feature:L1_S24_D970,feature,L1_S24_D970,L1,L1_S24,0.0,0.0
feature:L1_S24_D975,feature,L1_S24_D975,L1,L1_S24,0.0,0.0
feature:L1_S24_D980,feature,L1_S24_D980,L1,L1_S24,0.0,0.0
feature:L1_S24_D985,feature,L1_S24_D985,L1,L1_S24,0.0,0.0
feature:L1_S24_D990,feature,L1_S24_D990,L1,L1_S24,0.0,0.0
feature:L1_S24_D995,feature,L1_S24_D995,L1,L1_S24,0.0,0.0
feature:L1_S24_D999,feature,L1_S24_D999,L1,L1_S24,0.0,0.0
feature:L1_S24_F1000,feature,L1_S24_F1000,L1,L1_S24,0.5303064563169317,0.0003605421819274
feature:L1_S24_F1002,feature,L1_S24_F1002,L1,L1_S24,9.924003309995966,0.0067470832463377
feature:L1_S24_F1004,feature,L1_S24_F1004,L1,L1_S24,3.40324410524946,0.0023137810990649
feature:L1_S24_F1006,feature,L1_S24_F1006,L1,L1_S24,0.0,0.0
feature:L1_S24_F1008,feature,L1_S24_F1008,L1,L1_S24,0.0,0.0
feature:L1_S24_F1010,feature,L1_S24_F1010,L1,L1_S24,0.0,0.0
feature:L1_S24_F1012,feature,L1_S24_F1012,L1,L1_S24,0.0,0.0
feature:L1_S24_F1014,feature,L1_S24_F1014,L1,L1_S24,0.0,0.0
feature:L1_S24_F1016,feature,L1_S24_F1016,L1,L1_S24,0.0,0.0
feature:L1_S24_F1017,feature,L1_S24_F1017,L1,L1_S24,0.0,0.0
feature:L1_S24_F1019,feature,L1_S24_F1019,L1,L1_S24,0.0,0.0
feature:L1_S24_F1020,feature,L1_S24_F1020,L1,L1_S24,0.0,0.0
feature:L1_S24_F1021,feature,L1_S24_F1021,L1,L1_S24,0.0,0.0
feature:L1_S24_F1022,feature,L1_S24_F1022,L1,L1_S24,0.0,0.0
feature:L1_S24_F1024,feature,L1_S24_F1024,L1,L1_S24,0.0,0.0
feature:L1_S24_F1025,feature,L1_S24_F1025,L1,L1_S24,0.0,0.0
feature:L1_S24_F1026,feature,L1_S24_F1026,L1,L1_S24,0.0,0.0
feature:L1_S24_F1027,feature,L1_S24_F1027,L1,L1_S24,0.0,0.0
feature:L1_S24_F1029,feature,L1_S24_F1029,L1,L1_S24,0.0,0.0
feature:L1_S24_F1030,feature,L1_S24_F1030,L1,L1_S24,0.0,0.0
feature:L1_S24_F1031,feature,L1_S24_F1031,L1,L1_S24,7.3385574101727675,0.0049893028254627
feature:L1_S24_F1032,feature,L1_S24_F1032,L1,L1_S24,0.0,0.0
feature:L1_S24_F1034,feature,L1_S24_F1034,L1,L1_S24,0.0,0.0
feature:L1_S24_F1035,feature,L1_S24_F1035,L1,L1_S24,0.0,0.0
feature:L1_S24_F1036,feature,L1_S24_F1036,L1,L1_S24,1.1798254480687347,0.0008021340043538
feature:L1_S24_F1037,feature,L1_S24_F1037,L1,L1_S24,0.0,0.0
feature:L1_S24_F1039,feature,L1_S24_F1039,L1,L1_S24,0.0,0.0
feature:L1_S24_F1040,feature,L1_S24_F1040,L1,L1_S24,0.0,0.0
feature:L1_S24_F1041,feature,L1_S24_F1041,L1,L1_S24,0.0,0.0
feature:L1_S24_F1042,feature,L1_S24_F1042,L1,L1_S24,0.0,0.0
feature:L1_S24_F1044,feature,L1_S24_F1044,L1,L1_S24,0.0,0.0
feature:L1_S24_F1045,feature,L1_S24_F1045,L1,L1_S24,0.0,0.0
feature:L1_S24_F1046,feature,L1_S24_F1046,L1,L1_S24,0.0,0.0
feature:L1_S24_F1047,feature,L1_S24_F1047,L1,L1_S24,0.0,0.0
feature:L1_S24_F1049,feature,L1_S24_F1049,L1,L1_S24,0.0,0.0
feature:L1_S24_F1050,feature,L1_S24_F1050,L1,L1_S24,0.0,0.0
feature:L1_S24_F1051,feature,L1_S24_F1051,L1,L1_S24,0.0,0.0
feature:L1_S24_F1052,feature,L1_S24_F1052,L1,L1_S24,0.0,0.0
feature:L1_S24_F1054,feature,L1_S24_F1054,L1,L1_S24,0.0,0.0
feature:L1_S24_F1055,feature,L1_S24_F1055,L1,L1_S24,0.0,0.0
feature:L1_S24_F1056,feature,L1_S24_F1056,L1,L1_S24,0.0,0.0
feature:L1_S24_F1057,feature,L1_S24_F1057,L1,L1_S24,0.0,0.0
feature:L1_S24_F1059,feature,L1_S24_F1059,L1,L1_S24,0.0,0.0
feature:L1_S24_F1060,feature,L1_S24_F1060,L1,L1_S24,0.0,0.0
feature:L1_S24_F1061,feature,L1_S24_F1061,L1,L1_S24,0.0,0.0
feature:L1_S24_F1063,feature,L1_S24_F1063,L1,L1_S24,0.0,0.0
feature:L1_S24_F1064,feature,L1_S24_F1064,L1,L1_S24,0.0,0.0
feature:L1_S24_F1065,feature,L1_S24_F1065,L1,L1_S24,0.0,0.0
feature:L1_S24_F1067,feature,L1_S24_F1067,L1,L1_S24,0.0,0.0
feature:L1_S24_F1068,feature,L1_S24_F1068,L1,L1_S24,0.0,0.0
feature:L1_S24_F1069,feature,L1_S24_F1069,L1,L1_S24,0.0,0.0
feature:L1_S24_F1071,feature,L1_S24_F1071,L1,L1_S24,0.0,0.0
feature:L1_S24_F1072,feature,L1_S24_F1072,L1,L1_S24,0.0,0.0
feature:L1_S24_F1073,feature,L1_S24_F1073,L1,L1_S24,0.0,0.0
feature:L1_S24_F1075,feature,L1_S24_F1075,L1,L1_S24,0.0,0.0
feature:L1_S24_F1076,feature,L1_S24_F1076,L1,L1_S24,0.0,0.0
feature:L1_S24_F1078,feature,L1_S24_F1078,L1,L1_S24,0.0,0.0
feature:L1_S24_F1079,feature,L1_S24_F1079,L1,L1_S24,0.0,0.0
feature:L1_S24_F1080,feature,L1_S24_F1080,L1,L1_S24,0.0,0.0
feature:L1_S24_F1082,feature,L1_S24_F1082,L1,L1_S24,0.0,0.0
feature:L1_S24_F1083,feature,L1_S24_F1083,L1,L1_S24,0.0,0.0
feature:L1_S24_F1084,feature,L1_S24_F1084,L1,L1_S24,0.0,0.0
feature:L1_S24_F1086,feature,L1_S24_F1086,L1,L1_S24,0.0,0.0
feature:L1_S24_F1087,feature,L1_S24_F1087,L1,L1_S24,0.0,0.0
feature:L1_S24_F1088,feature,L1_S24_F1088,L1,L1_S24,0.0,0.0
feature:L1_S24_F1090,feature,L1_S24_F1090,L1,L1_S24,0.0,0.0
feature:L1_S24_F1091,feature,L1_S24_F1091,L1,L1_S24,0.0,0.0
feature:L1_S24_F1093,feature,L1_S24_F1093,L1,L1_S24,0.0,0.0
feature:L1_S24_F1094,feature,L1_S24_F1094,L1,L1_S24,0.0,0.0
feature:L1_S24_F1095,feature,L1_S24_F1095,L1,L1_S24,0.0,0.0
feature:L1_S24_F1097,feature,L1_S24_F1097,L1,L1_S24,0.0,0.0
feature:L1_S24_F1098,feature,L1_S24_F1098,L1,L1_S24,0.0,0.0
feature:L1_S24_F1099,feature,L1_S24_F1099,L1,L1_S24,0.0,0.0
feature:L1_S24_F1101,feature,L1_S24_F1101,L1,L1_S24,0.0,0.0
feature:L1_S24_F1102,feature,L1_S24_F1102,L1,L1_S24,5.160355832788522,0.0035083976996943
feature:L1_S24_F1103,feature,L1_S24_F1103,L1,L1_S24,0.0,0.0
feature:L1_S24_F1105,feature,L1_S24_F1105,L1,L1_S24,0.0,0.0
feature:L1_S24_F1106,feature,L1_S24_F1106,L1,L1_S24,0.0,0.0
feature:L1_S24_F1107,feature,L1_S24_F1107,L1,L1_S24,0.0,0.0
feature:L1_S24_F1109,feature,L1_S24_F1109,L1,L1_S24,0.0,0.0
feature:L1_S24_F1110,feature,L1_S24_F1110,L1,L1_S24,0.0,0.0
feature:L1_S24_F1111,feature,L1_S24_F1111,L1,L1_S24,0.0,0.0
feature:L1_S24_F1113,feature,L1_S24_F1113,L1,L1_S24,0.0,0.0
feature:L1_S24_F1114,feature,L1_S24_F1114,L1,L1_S24,0.0,0.0
feature:L1_S24_F1115,feature,L1_S24_F1115,L1,L1_S24,0.0,0.0
feature:L1_S24_F1117,feature,L1_S24_F1117,L1,L1_S24,0.0,0.0
feature:L1_S24_F1118,feature,L1_S24_F1118,L1,L1_S24,0.0,0.0
feature:L1_S24_F1119,feature,L1_S24_F1119,L1,L1_S24,0.0,0.0
feature:L1_S24_F1121,feature,L1_S24_F1121,L1,L1_S24,0.0,0.0
feature:L1_S24_F1122,feature,L1_S24_F1122,L1,L1_S24,10.752799291433234,0.0073105610391509
feature:L1_S24_F1123,feature,L1_S24_F1123,L1,L1_S24,0.0,0.0
feature:L1_S24_F1125,feature,L1_S24_F1125,L1,L1_S24,0.0,0.0
feature:L1_S24_F1126,feature,L1_S24_F1126,L1,L1_S24,4.00863791471507,0.002725373306533
feature:L1_S24_F1127,feature,L1_S24_F1127,L1,L1_S24,0.0,0.0
feature:L1_S24_F1129,feature,L1_S24_F1129,L1,L1_S24,0.0,0.0
feature:L1_S24_F1130,feature,L1_S24_F1130,L1,L1_S24,0.0,0.0
feature:L1_S24_F1131,feature,L1_S24_F1131,L1,L1_S24,0.0,0.0
feature:L1_S24_F1133,feature,L1_S24_F1133,L1,L1_S24,0.0,0.0
feature:L1_S24_F1134,feature,L1_S24_F1134,L1,L1_S24,0.0,0.0
feature:L1_S24_F1136,feature,L1_S24_F1136,L1,L1_S24,0.0,0.0
feature:L1_S24_F1137,feature,L1_S24_F1137,L1,L1_S24,0.0,0.0
feature:L1_S24_F1139,feature,L1_S24_F1139,L1,L1_S24,0.0,0.0
feature:L1_S24_F1140,feature,L1_S24_F1140,L1,L1_S24,0.0,0.0
feature:L1_S24_F1142,feature,L1_S24_F1142,L1,L1_S24,0.0,0.0
feature:L1_S24_F1144,feature,L1_S24_F1144,L1,L1_S24,0.0,0.0
feature:L1_S24_F1145,feature,L1_S24_F1145,L1,L1_S24,0.0,0.0
feature:L1_S24_F1147,feature,L1_S24_F1147,L1,L1_S24,0.0,0.0
feature:L1_S24_F1148,feature,L1_S24_F1148,L1,L1_S24,0.0,0.0
feature:L1_S24_F1150,feature,L1_S24_F1150,L1,L1_S24,0.0,0.0
feature:L1_S24_F1152,feature,L1_S24_F1152,L1,L1_S24,0.0,0.0
feature:L1_S24_F1154,feature,L1_S24_F1154,L1,L1_S24,0.0,0.0
feature:L1_S24_F1156,feature,L1_S24_F1156,L1,L1_S24,0.0,0.0
feature:L1_S24_F1157,feature,L1_S24_F1157,L1,L1_S24,0.0,0.0
feature:L1_S24_F1159,feature,L1_S24_F1159,L1,L1_S24,0.0,0.0
feature:L1_S24_F1160,feature,L1_S24_F1160,L1,L1_S24,0.0,0.0
feature:L1_S24_F1161,feature,L1_S24_F1161,L1,L1_S24,0.0,0.0
feature:L1_S24_F1162,feature,L1_S24_F1162,L1,L1_S24,0.0,0.0
feature:L1_S24_F1164,feature,L1_S24_F1164,L1,L1_S24,0.0,0.0
feature:L1_S24_F1165,feature,L1_S24_F1165,L1,L1_S24,0.0,0.0
feature:L1_S24_F1166,feature,L1_S24_F1166,L1,L1_S24,4.496827031618007,0.0030572809559775
feature:L1_S24_F1167,feature,L1_S24_F1167,L1,L1_S24,0.0,0.0
feature:L1_S24_F1169,feature,L1_S24_F1169,L1,L1_S24,0.0,0.0
feature:L1_S24_F1170,feature,L1_S24_F1170,L1,L1_S24,0.0,0.0
feature:L1_S24_F1172,feature,L1_S24_F1172,L1,L1_S24,0.0,0.0
feature:L1_S24_F1174,feature,L1_S24_F1174,L1,L1_S24,8.076986151890601,0.0054913421775496
feature:L1_S24_F1176,feature,L1_S24_F1176,L1,L1_S24,9.633600815613415,0.0065496458066938
feature:L1_S24_F1177,feature,L1_S24_F1177,L1,L1_S24,0.0,0.0
feature:L1_S24_F1179,feature,L1_S24_F1179,L1,L1_S24,0.0,0.0
feature:L1_S24_F1180,feature,L1_S24_F1180,L1,L1_S24,0.0,0.0
feature:L1_S24_F1181,feature,L1_S24_F1181,L1,L1_S24,0.0,0.0
feature:L1_S24_F1183,feature,L1_S24_F1183,L1,L1_S24,0.0,0.0
feature:L1_S24_F1184,feature,L1_S24_F1184,L1,L1_S24,0.0,0.0
feature:L1_S24_F1185,feature,L1_S24_F1185,L1,L1_S24,0.0,0.0
feature:L1_S24_F1187,feature,L1_S24_F1187,L1,L1_S24,0.0,0.0
feature:L1_S24_F1188,feature,L1_S24_F1188,L1,L1_S24,0.0,0.0
feature:L1_S24_F1189,feature,L1_S24_F1189,L1,L1_S24,0.0,0.0
feature:L1_S24_F1191,feature,L1_S24_F1191,L1,L1_S24,0.0,0.0
feature:L1_S24_F1192,feature,L1_S24_F1192,L1,L1_S24,0.0,0.0
feature:L1_S24_F1193,feature,L1_S24_F1193,L1,L1_S24,0.0,0.0
feature:L1_S24_F1195,feature,L1_S24_F1195,L1,L1_S24,0.0,0.0
feature:L1_S24_F1196,feature,L1_S24_F1196,L1,L1_S24,0.0,0.0
feature:L1_S24_F1197,feature,L1_S24_F1197,L1,L1_S24,0.0,0.0
feature:L1_S24_F1198,feature,L1_S24_F1198,L1,L1_S24,0.0,0.0
feature:L1_S24_F1200,feature,L1_S24_F1200,L1,L1_S24,0.0,0.0
feature:L1_S24_F1201,feature,L1_S24_F1201,L1,L1_S24,0.0,0.0
feature:L1_S24_F1202,feature,L1_S24_F1202,L1,L1_S24,0.0,0.0
feature:L1_S24_F1203,feature,L1_S24_F1203,L1,L1_S24,0.0,0.0
feature:L1_S24_F1205,feature,L1_S24_F1205,L1,L1_S24,0.0,0.0
feature:L1_S24_F1206,feature,L1_S24_F1206,L1,L1_S24,0.0,0.0
feature:L1_S24_F1207,feature,L1_S24_F1207,L1,L1_S24,2.004582558023488,0.001362865868809
feature:L1_S24_F1208,feature,L1_S24_F1208,L1,L1_S24,0.0,0.0
feature:L1_S24_F1210,feature,L1_S24_F1210,L1,L1_S24,0.0,0.0
feature:L1_S24_F1211,feature,L1_S24_F1211,L1,L1_S24,0.0,0.0
feature:L1_S24_F1212,feature,L1_S24_F1212,L1,L1_S24,6.858022798176987,0.0046625992836958
feature:L1_S24_F1213,feature,L1_S24_F1213,L1,L1_S24,0.0,0.0
feature:L1_S24_F1215,feature,L1_S24_F1215,L1,L1_S24,0.0,0.0
feature:L1_S24_F1216,feature,L1_S24_F1216,L1,L1_S24,0.0,0.0
feature:L1_S24_F1217,feature,L1_S24_F1217,L1,L1_S24,0.0,0.0
feature:L1_S24_F1219,feature,L1_S24_F1219,L1,L1_S24,0.0,0.0
feature:L1_S24_F1220,feature,L1_S24_F1220,L1,L1_S24,0.0,0.0
feature:L1_S24_F1221,feature,L1_S24_F1221,L1,L1_S24,0.0,0.0
feature:L1_S24_F1223,feature,L1_S24_F1223,L1,L1_S24,0.0,0.0
feature:L1_S24_F1224,feature,L1_S24_F1224,L1,L1_S24,0.0,0.0
feature:L1_S24_F1225,feature,L1_S24_F1225,L1,L1_S24,0.0,0.0
feature:L1_S24_F1226,feature,L1_S24_F1226,L1,L1_S24,0.0,0.0
feature:L1_S24_F1228,feature,L1_S24_F1228,L1,L1_S24,0.0,0.0
feature:L1_S24_F1229,feature,L1_S24_F1229,L1,L1_S24,0.0,0.0
feature:L1_S24_F1230,feature,L1_S24_F1230,L1,L1_S24,0.0,0.0
feature:L1_S24_F1231,feature,L1_S24_F1231,L1,L1_S24,0.0,0.0
feature:L1_S24_F1233,feature,L1_S24_F1233,L1,L1_S24,0.0,0.0
feature:L1_S24_F1234,feature,L1_S24_F1234,L1,L1_S24,0.0,0.0
feature:L1_S24_F1235,feature,L1_S24_F1235,L1,L1_S24,0.0,0.0
feature:L1_S24_F1236,feature,L1_S24_F1236,L1,L1_S24,0.0,0.0
feature:L1_S24_F1238,feature,L1_S24_F1238,L1,L1_S24,0.0,0.0
feature:L1_S24_F1239,feature,L1_S24_F1239,L1,L1_S24,0.0,0.0
feature:L1_S24_F1240,feature,L1_S24_F1240,L1,L1_S24,0.0,0.0
feature:L1_S24_F1241,feature,L1_S24_F1241,L1,L1_S24,0.0,0.0
feature:L1_S24_F1243,feature,L1_S24_F1243,L1,L1_S24,0.0,0.0
feature:L1_S24_F1244,feature,L1_S24_F1244,L1,L1_S24,0.0,0.0
feature:L1_S24_F1245,feature,L1_S24_F1245,L1,L1_S24,0.0,0.0
feature:L1_S24_F1246,feature,L1_S24_F1246,L1,L1_S24,0.0,0.0
feature:L1_S24_F1248,feature,L1_S24_F1248,L1,L1_S24,0.0,0.0
feature:L1_S24_F1249,feature,L1_S24_F1249,L1,L1_S24,0.0,0.0
feature:L1_S24_F1250,feature,L1_S24_F1250,L1,L1_S24,0.0,0.0
feature:L1_S24_F1251,feature,L1_S24_F1251,L1,L1_S24,0.0,0.0
feature:L1_S24_F1253,feature,L1_S24_F1253,L1,L1_S24,0.0,0.0
feature:L1_S24_F1254,feature,L1_S24_F1254,L1,L1_S24,0.0,0.0
feature:L1_S24_F1255,feature,L1_S24_F1255,L1,L1_S24,0.0,0.0
feature:L1_S24_F1256,feature,L1_S24_F1256,L1,L1_S24,0.0,0.0
feature:L1_S24_F1258,feature,L1_S24_F1258,L1,L1_S24,0.0,0.0
feature:L1_S24_F1259,feature,L1_S24_F1259,L1,L1_S24,0.0,0.0
feature:L1_S24_F1260,feature,L1_S24_F1260,L1,L1_S24,0.0,0.0
feature:L1_S24_F1261,feature,L1_S24_F1261,L1,L1_S24,0.0,0.0
feature:L1_S24_F1263,feature,L1_S24_F1263,L1,L1_S24,0.0,0.0
feature:L1_S24_F1264,feature,L1_S24_F1264,L1,L1_S24,0.0,0.0
feature:L1_S24_F1265,feature,L1_S24_F1265,L1,L1_S24,0.0,0.0
feature:L1_S24_F1266,feature,L1_S24_F1266,L1,L1_S24,0.0,0.0
feature:L1_S24_F1268,feature,L1_S24_F1268,L1,L1_S24,0.0,0.0
feature:L1_S24_F1269,feature,L1_S24_F1269,L1,L1_S24,0.0,0.0
feature:L1_S24_F1270,feature,L1_S24_F1270,L1,L1_S24,0.0,0.0
feature:L1_S24_F1271,feature,L1_S24_F1271,L1,L1_S24,0.0,0.0
feature:L1_S24_F1273,feature,L1_S24_F1273,L1,L1_S24,0.0,0.0
feature:L1_S24_F1274,feature,L1_S24_F1274,L1,L1_S24,0.0,0.0
feature:L1_S24_F1275,feature,L1_S24_F1275,L1,L1_S24,0.0,0.0
feature:L1_S24_F1276,feature,L1_S24_F1276,L1,L1_S24,0.0,0.0
feature:L1_S24_F1278,feature,L1_S24_F1278,L1,L1_S24,0.0,0.0
feature:L1_S24_F1279,feature,L1_S24_F1279,L1,L1_S24,0.0,0.0
feature:L1_S24_F1280,feature,L1_S24_F1280,L1,L1_S24,0.0,0.0
feature:L1_S24_F1282,feature,L1_S24_F1282,L1,L1_S24,0.0,0.0
feature:L1_S24_F1283,feature,L1_S24_F1283,L1,L1_S24,0.0,0.0
feature:L1_S24_F1284,feature,L1_S24_F1284,L1,L1_S24,0.0,0.0
feature:L1_S24_F1286,feature,L1_S24_F1286,L1,L1_S24,0.0,0.0
feature:L1_S24_F1287,feature,L1_S24_F1287,L1,L1_S24,0.0,0.0
feature:L1_S24_F1288,feature,L1_S24_F1288,L1,L1_S24,0.0,0.0
feature:L1_S24_F1289,feature,L1_S24_F1289,L1,L1_S24,0.0,0.0
feature:L1_S24_F1291,feature,L1_S24_F1291,L1,L1_S24,0.0,0.0
feature:L1_S24_F1292,feature,L1_S24_F1292,L1,L1_S24,0.0,0.0
feature:L1_S24_F1293,feature,L1_S24_F1293,L1,L1_S24,0.0,0.0
feature:L1_S24_F1294,feature,L1_S24_F1294,L1,L1_S24,0.0,0.0
feature:L1_S24_F1296,feature,L1_S24_F1296,L1,L1_S24,0.0,0.0
feature:L1_S24_F1297,feature,L1_S24_F1297,L1,L1_S24,0.0,0.0
feature:L1_S24_F1298,feature,L1_S24_F1298,L1,L1_S24,0.15165489033541465,0.0001031063914274
feature:L1_S24_F1299,feature,L1_S24_F1299,L1,L1_S24,0.0,0.0
feature:L1_S24_F1301,feature,L1_S24_F1301,L1,L1_S24,0.0,0.0
feature:L1_S24_F1302,feature,L1_S24_F1302,L1,L1_S24,0.0,0.0
feature:L1_S24_F1303,feature,L1_S24_F1303,L1,L1_S24,1.510141596209074,0.0010267077453629
feature:L1_S24_F1304,feature,L1_S24_F1304,L1,L1_S24,0.0,0.0
feature:L1_S24_F1306,feature,L1_S24_F1306,L1,L1_S24,0.0,0.0
feature:L1_S24_F1307,feature,L1_S24_F1307,L1,L1_S24,0.0,0.0
feature:L1_S24_F1308,feature,L1_S24_F1308,L1,L1_S24,0.0,0.0
feature:L1_S24_F1310,feature,L1_S24_F1310,L1,L1_S24,0.0,0.0
feature:L1_S24_F1311,feature,L1_S24_F1311,L1,L1_S24,0.0,0.0
feature:L1_S24_F1312,feature,L1_S24_F1312,L1,L1_S24,0.0,0.0
feature:L1_S24_F1314,feature,L1_S24_F1314,L1,L1_S24,0.0,0.0
feature:L1_S24_F1315,feature,L1_S24_F1315,L1,L1_S24,0.0,0.0
feature:L1_S24_F1316,feature,L1_S24_F1316,L1,L1_S24,0.0,0.0
feature:L1_S24_F1317,feature,L1_S24_F1317,L1,L1_S24,0.0,0.0
feature:L1_S24_F1319,feature,L1_S24_F1319,L1,L1_S24,0.0,0.0
feature:L1_S24_F1320,feature,L1_S24_F1320,L1,L1_S24,0.0,0.0
feature:L1_S24_F1321,feature,L1_S24_F1321,L1,L1_S24,0.0,0.0
feature:L1_S24_F1322,feature,L1_S24_F1322,L1,L1_S24,0.0,0.0
feature:L1_S24_F1324,feature,L1_S24_F1324,L1,L1_S24,0.0,0.0
feature:L1_S24_F1325,feature,L1_S24_F1325,L1,L1_S24,0.0,0.0
feature:L1_S24_F1326,feature,L1_S24_F1326,L1,L1_S24,1.796619891908688,0.0012214772198357
feature:L1_S24_F1327,feature,L1_S24_F1327,L1,L1_S24,0.0,0.0
feature:L1_S24_F1329,feature,L1_S24_F1329,L1,L1_S24,0.0,0.0
feature:L1_S24_F1330,feature,L1_S24_F1330,L1,L1_S24,0.0,0.0
feature:L1_S24_F1331,feature,L1_S24_F1331,L1,L1_S24,0.0,0.0
feature:L1_S24_F1332,feature,L1_S24_F1332,L1,L1_S24,0.0,0.0
feature:L1_S24_F1334,feature,L1_S24_F1334,L1,L1_S24,0.0,0.0
feature:L1_S24_F1335,feature,L1_S24_F1335,L1,L1_S24,0.0,0.0
feature:L1_S24_F1336,feature,L1_S24_F1336,L1,L1_S24,0.0,0.0
feature:L1_S24_F1337,feature,L1_S24_F1337,L1,L1_S24,0.0,0.0
feature:L1_S24_F1339,feature,L1_S24_F1339,L1,L1_S24,0.0,0.0
feature:L1_S24_F1340,feature,L1_S24_F1340,L1,L1_S24,0.0,0.0
feature:L1_S24_F1341,feature,L1_S24_F1341,L1,L1_S24,0.0,0.0
feature:L1_S24_F1342,feature,L1_S24_F1342,L1,L1_S24,0.0,0.0
feature:L1_S24_F1344,feature,L1_S24_F1344,L1,L1_S24,0.0,0.0
feature:L1_S24_F1345,feature,L1_S24_F1345,L1,L1_S24,0.0,0.0
feature:L1_S24_F1346,feature,L1_S24_F1346,L1,L1_S24,0.0,0.0
feature:L1_S24_F1347,feature,L1_S24_F1347,L1,L1_S24,0.0,0.0
feature:L1_S24_F1349,feature,L1_S24_F1349,L1,L1_S24,0.0,0.0
feature:L1_S24_F1350,feature,L1_S24_F1350,L1,L1_S24,0.0,0.0
feature:L1_S24_F1351,feature,L1_S24_F1351,L1,L1_S24,0.0,0.0
feature:L1_S24_F1352,feature,L1_S24_F1352,L1,L1_S24,0.0,0.0
feature:L1_S24_F1354,feature,L1_S24_F1354,L1,L1_S24,0.0,0.0
feature:L1_S24_F1355,feature,L1_S24_F1355,L1,L1_S24,0.0,0.0
feature:L1_S24_F1356,feature,L1_S24_F1356,L1,L1_S24,0.0,0.0
feature:L1_S24_F1357,feature,L1_S24_F1357,L1,L1_S24,0.0,0.0
feature:L1_S24_F1359,feature,L1_S24_F1359,L1,L1_S24,0.0,0.0
feature:L1_S24_F1360,feature,L1_S24_F1360,L1,L1_S24,0.0,0.0
feature:L1_S24_F1361,feature,L1_S24_F1361,L1,L1_S24,0.0,0.0
feature:L1_S24_F1362,feature,L1_S24_F1362,L1,L1_S24,0.0,0.0
feature:L1_S24_F1364,feature,L1_S24_F1364,L1,L1_S24,0.0,0.0
feature:L1_S24_F1365,feature,L1_S24_F1365,L1,L1_S24,0.0,0.0
feature:L1_S24_F1366,feature,L1_S24_F1366,L1,L1_S24,0.0,0.0
feature:L1_S24_F1367,feature,L1_S24_F1367,L1,L1_S24,0.0,0.0
feature:L1_S24_F1369,feature,L1_S24_F1369,L1,L1_S24,0.0,0.0
feature:L1_S24_F1370,feature,L1_S24_F1370,L1,L1_S24,0.0,0.0
feature:L1_S24_F1371,feature,L1_S24_F1371,L1,L1_S24,0.0,0.0
feature:L1_S24_F1372,feature,L1_S24_F1372,L1,L1_S24,0.0,0.0
feature:L1_S24_F1374,feature,L1_S24_F1374,L1,L1_S24,0.0,0.0
feature:L1_S24_F1375,feature,L1_S24_F1375,L1,L1_S24,0.0,0.0
feature:L1_S24_F1376,feature,L1_S24_F1376,L1,L1_S24,0.0,0.0
feature:L1_S24_F1377,feature,L1_S24_F1377,L1,L1_S24,0.0,0.0
feature:L1_S24_F1379,feature,L1_S24_F1379,L1,L1_S24,0.0,0.0
feature:L1_S24_F1380,feature,L1_S24_F1380,L1,L1_S24,0.0,0.0
feature:L1_S24_F1381,feature,L1_S24_F1381,L1,L1_S24,0.0,0.0
feature:L1_S24_F1382,feature,L1_S24_F1382,L1,L1_S24,0.0,0.0
feature:L1_S24_F1384,feature,L1_S24_F1384,L1,L1_S24,0.0,0.0
feature:L1_S24_F1385,feature,L1_S24_F1385,L1,L1_S24,0.0,0.0
feature:L1_S24_F1386,feature,L1_S24_F1386,L1,L1_S24,0.0,0.0
feature:L1_S24_F1387,feature,L1_S24_F1387,L1,L1_S24,0.0,0.0
feature:L1_S24_F1389,feature,L1_S24_F1389,L1,L1_S24,0.0,0.0
feature:L1_S24_F1390,feature,L1_S24_F1390,L1,L1_S24,0.0,0.0
feature:L1_S24_F1391,feature,L1_S24_F1391,L1,L1_S24,0.0,0.0
feature:L1_S24_F1392,feature,L1_S24_F1392,L1,L1_S24,0.0,0.0
feature:L1_S24_F1394,feature,L1_S24_F1394,L1,L1_S24,0.0,0.0
feature:L1_S24_F1395,feature,L1_S24_F1395,L1,L1_S24,0.0,0.0
feature:L1_S24_F1396,feature,L1_S24_F1396,L1,L1_S24,0.0,0.0
feature:L1_S24_F1397,feature,L1_S24_F1397,L1,L1_S24,0.0,0.0
feature:L1_S24_F1399,feature,L1_S24_F1399,L1,L1_S24,0.0,0.0
feature:L1_S24_F1400,feature,L1_S24_F1400,L1,L1_S24,0.0,0.0
feature:L1_S24_F1401,feature,L1_S24_F1401,L1,L1_S24,0.0,0.0
feature:L1_S24_F1402,feature,L1_S24_F1402,L1,L1_S24,0.0,0.0
feature:L1_S24_F1404,feature,L1_S24_F1404,L1,L1_S24,0.0,0.0
feature:L1_S24_F1405,feature,L1_S24_F1405,L1,L1_S24,0.0,0.0
